text,retweet_count,favorite_count,clean_tweet,Hash words,scores,compound,comp_score
@PrinceShirlie @WebbLowrie @cccammy1 @putey_pute Our dear leader must include this within the definition of hate cr… https://t.co/3uAdyyF3EV,1,2,our dear leader must includ within definit hate cr...,No hashtags,"{'neg': 0.278, 'neu': 0.526, 'pos': 0.195, 'compound': -0.2732}",-0.2732,neg
"@AtariCrypt Captain Blood was definitely Mindscape, and I think Willow. And Sensi Soccer I think but I'm about to c… https://t.co/faI5rWEwDR",0,0,"captain blood definit mindscape, i think willow. and sensi soccer i think i'm c...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@Ajaychandra333 @xii2ii @arvindgunasekar @AashnaLidder Every hate or trolling against minorities starts from Modi a… https://t.co/tgYsdY7dmK,0,0,everi hate troll minor start modi a...,No hashtags,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
@XippXapp obviously but lying to the police is a more serious crime than actual hate crimes? i don’t think so but that’s what this is saying,0,0,obvious lie polic seriou crime actual hate crimes? think that' say,No hashtags,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
They admitted they exaggerated their claim of a 300% rise in anti-Asian hate crime was wrong. But ignored the other… https://t.co/fbbFtFnNog,1,1,they admit exagger claim 300% rise anti-asian hate crime wrong. but ignor other...,No hashtags,"{'neg': 0.39, 'neu': 0.528, 'pos': 0.082, 'compound': -0.6428}",-0.6428,neg
"“Trump calls Jussie Smollett's assault hoax a 'hate crime in reverse' “

(Sad to think there are soooo many America… https://t.co/DhNw6OYICo",0,0,"""trump call jussi smollett' assault hoax 'hate crime reverse' "" (sad think soooo mani america...",No hashtags,"{'neg': 0.567, 'neu': 0.433, 'pos': 0.0, 'compound': -0.9201}",-0.9201,neg
@almostoneword @GThomson431 @williamsdp83 @GordonMackie5 https://t.co/HYhPEfxwWq,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@almostoneword @GThomson431 @williamsdp83 @GordonMackie5 the CSEW which is not affected by changes in crime recordi… https://t.co/IRfTIcDcuW,0,0,csew affect chang crime recordi...,No hashtags,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg
Flashback: Shorty after Jussie Smollett committed his hate crime hoax to blame white Trump supporters in early 2019… https://t.co/z2IZKRTy9k,0,4,flashback: shorti jussi smollett commit hate crime hoax blame white trump support earli 2019...,No hashtags,"{'neg': 0.476, 'neu': 0.325, 'pos': 0.199, 'compound': -0.7783}",-0.7783,neg
Flashback: Shorty after Jussie Smollett committed his hate crime hoax to blame white Trump supporters in early 2019… https://t.co/ZcZ5bS7zIg,476,1988,flashback: shorti jussi smollett commit hate crime hoax blame white trump support earli 2019...,No hashtags,"{'neg': 0.476, 'neu': 0.325, 'pos': 0.199, 'compound': -0.7783}",-0.7783,neg
"@piersmorgan ""Obviously they're not""

The best judges of what or isn't transphobic are the victims of transphobia -… https://t.co/sfddrGFICs",0,1,"""obvious they'r not"" the best judg transphob victim transphobia -...",No hashtags,"{'neg': 0.406, 'neu': 0.594, 'pos': 0.0, 'compound': -0.6671}",-0.6671,neg
"@TracyMorgan called it in 2019!! He always speaks the truth!!
Tracy Morgan Reacts to Jussie Smollett's Hate Crime C… https://t.co/gUkaiIOtSx",0,0,call 2019!! he alway speak truth!! traci morgan react jussi smollett' hate crime c...,No hashtags,"{'neg': 0.386, 'neu': 0.508, 'pos': 0.106, 'compound': -0.7946}",-0.7946,neg
Huh? A hate crime is 1000x worse estúpido https://t.co/K1nZ9irFbx,0,2,huh? a hate crime 1000x wors estupido,No hashtags,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
that blender doesnt save image textures when you hit the save button is a crime and it should have long been change… https://t.co/CLWteZEehP,0,2,blender doesnt save imag textur hit save button crime long change...,No hashtags,"{'neg': 0.523, 'neu': 0.477, 'pos': 0.0, 'compound': -0.8297}",-0.8297,neg
@emmakennytv @Gem_eliz I don't necessarily agree with some of your covid views but I'm a grown up  and I'm really i… https://t.co/CF2iEzUzeH,0,1,i necessarili agre covid view i'm grown i'm realli i...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"@Zetrocci Joking aside, you can do shit that would probably be considered a hate crime - like surrounding a dog vil… https://t.co/rrRIWpSAwl",0,2,"joke aside, shit would probabl consid hate crime - like surround dog vil...",No hashtags,"{'neg': 0.48, 'neu': 0.311, 'pos': 0.209, 'compound': -0.7964}",-0.7964,neg
@karamantha @Siennasaurus1 @mimmymum No there really are not. Misogyny is not listed as a hate crime. I have never… https://t.co/yKjcL089Mj,0,0,no realli not. misogyni list hate crime. i never...,No hashtags,"{'neg': 0.416, 'neu': 0.365, 'pos': 0.219, 'compound': -0.4023}",-0.4023,neg
Campaign to make misogyny a hate crime rebuffed by Law Commission https://t.co/m3CTnZGwEr,0,0,campaign make misogyni hate crime rebuf law commiss,No hashtags,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@rebbiemcgee I felt victim of a hate crime,0,1,i felt victim hate crime,No hashtags,"{'neg': 0.903, 'neu': 0.097, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
Vandals have torn down two Progress Pride flags from above the front door of a Wolverhampton nightclub in what the… https://t.co/OdFsh3AQ7s,1,3,vandal torn two progress pride flag front door wolverhampton nightclub the...,No hashtags,"{'neg': 0.132, 'neu': 0.526, 'pos': 0.342, 'compound': 0.4939}",0.4939,pos
@FoxNews Very on brand to see a hate crime hoax is being treated worse than an actual hate crime,0,0,veri brand see hate crime hoax treat wors actual hate crime,No hashtags,"{'neg': 0.682, 'neu': 0.207, 'pos': 0.112, 'compound': -0.93}",-0.93,neg
if kid laroi isn’t here then that’s a hate crime,0,0,kid laroi that' hate crime,No hashtags,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@gabimuchacho feels like a hate crime,0,0,feel like hate crime,No hashtags,"{'neg': 0.673, 'neu': 0.093, 'pos': 0.234, 'compound': -0.6908}",-0.6908,neg
A 43-year-old Michigan man sentenced to 5 years for a hate crime against a teenager at a public beach | Karen Madej… https://t.co/itI7QALy6K,0,0,a 43-year-old michigan man sentenc 5 year hate crime teenag public beach | karen madej...,No hashtags,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"@thethunderbitch @drmistercody @SleepySaph But when a hate crime is faked, people think it's real and therefore hav… https://t.co/W3v2CZuh1C",0,0,"but hate crime faked, peopl think real therefor hav...",No hashtags,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8957}",-0.8957,neg
"Hate-filled teen rapist snarls abuse on Snapchat after being accused of sex crime
https://t.co/V6L20cXB4j https://t.co/8ZV8kGKRgk",0,0,hate-fil teen rapist snarl abus snapchat accus sex crime,No hashtags,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.8555}",-0.8555,neg
@thethunderbitch @drmistercody @SleepySaph The reason that hate crimes are worse than regular crimes is that they t… https://t.co/rPmEaBn33w,0,0,the reason hate crime wors regular crime t...,No hashtags,"{'neg': 0.682, 'neu': 0.318, 'pos': 0.0, 'compound': -0.8934}",-0.8934,neg
@Salahdived This account is a hate crime,0,2,thi account hate crime,No hashtags,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
https://t.co/o2EdG7Qr6O,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@BJacksonWrites @tarastrong Tara is really good at jumping on the band wagon when it fits her narrative. So a gay a… https://t.co/Io32UdOSVs,0,0,tara realli good jump band wagon fit narrative. so gay a...,No hashtags,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.6597,pos
Call for urgent inquiry into Met’s ‘systemic failure’ on #disabilityhatecrime – Disability News Service https://t.co/uecDYqu0l3,0,1,call urgent inquiri met' 'system failure' #disabilityhatecrim - disabl new servic,#disabilityhatecrime,"{'neg': 0.252, 'neu': 0.611, 'pos': 0.137, 'compound': -0.3612}",-0.3612,neg
"@biasedByLogic @YaBoiMassiah @JudyWhat34 @NutterButter Me? I think all violent crime is bad hateful or otherwise, a… https://t.co/uJZJxjqOa8",0,1,"me? i think violent crime bad hate otherwise, a...",No hashtags,"{'neg': 0.785, 'neu': 0.215, 'pos': 0.0, 'compound': -0.9393}",-0.9393,neg
Should this be considered a hate crime? https://t.co/ZXvhJxGUFU,0,3,should consid hate crime?,No hashtags,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@williamsdp83 https://t.co/SXKtiVIjj6,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
dont you just hate it when ghosts possess the village snowman? it too often a crime unpunished #Disney magical worl… https://t.co/XPAjZkydoS,0,2,dont hate ghost poss villag snowman? often crime unpunish #disney magic worl...,#Disney,"{'neg': 0.2, 'neu': 0.515, 'pos': 0.284, 'compound': 0.1179}",0.1179,pos
That’s a hate crime 💀💀💀💀 https://t.co/h8i9TWEgmZ,0,0,that' hate crime,No hashtags,"{'neg': 0.878, 'neu': 0.122, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"An excellent piece from Batya Ungar-Sargon @bungarsargon, on the Jussie Smollett hate-crime hoax, and the issues of… https://t.co/bYVTjTnNS8",3,7,"an excel piec batya ungar-sargon jussi smollett hate-crim hoax, issu of...",No hashtags,"{'neg': 0.149, 'neu': 0.638, 'pos': 0.213, 'compound': 0.2263}",0.2263,pos
"@williamsdp83 Hope you reported it to the cops as a hate crime mate. Tell him the world not full of sh**heads, but… https://t.co/jvxMFTqV2I",0,0,"hope report cop hate crime mate. tell world full sh**heads, but...",No hashtags,"{'neg': 0.398, 'neu': 0.442, 'pos': 0.16, 'compound': -0.6486}",-0.6486,neg
"US actor Jussie Smollett lied to police when he claimed to have been the victim of a racist, homophobic assault, a… https://t.co/dNJiGNcTs5",11,74,"us actor jussi smollett lie polic claim victim racist, homophob assault, a...",No hashtags,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.872}",-0.872,neg
"@biasedByLogic @YaBoiMassiah @JudyWhat34 @NutterButter Okay and? Is all violent murder a hate crime?

If I tell you… https://t.co/oIcpUqk2Z2",0,2,okay and? is violent murder hate crime? if i tell you...,No hashtags,"{'neg': 0.701, 'neu': 0.217, 'pos': 0.082, 'compound': -0.9456}",-0.9456,neg
@MayMWoods @metpoliceuk Should be considered as a hate crime agsint women in my view with harsh penalties. If the m… https://t.co/E0DFiyf507,0,0,should consid hate crime agsint woman view harsh penalties. if m...,No hashtags,"{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.8779}",-0.8779,neg
"Apparently saying ""Our Day Will Come"" in a language that an entire section of a community refuse to recognise is no… https://t.co/JLjDa1h6tP",6,74,"appar say ""our day will come"" languag entir section commun refus recognis no...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
I was called in for an 8 hour shift and turns out they don’t even need me until later but they won’t let me leave 🙂… https://t.co/1Dq7nEZPhy,0,0,i call 8 hour shift turn even need later let leav ...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"@BrittanyVenti They fabricate hate crime after hate crime!!! It's all lies! Ave!
🙏💕✝️",0,2,they fabric hate crime hate crime!!! it' lies! ave!,No hashtags,"{'neg': 0.821, 'neu': 0.179, 'pos': 0.0, 'compound': -0.9605}",-0.9605,neg
@YoutubeTanki say it again i will hate crime,0,0,say hate crime,No hashtags,"{'neg': 0.878, 'neu': 0.122, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"Have Clubland TV on - waiting to go out - and saying all the songs are ace.

Then spot this. 

Drive by hate crime.… https://t.co/GboQfGmhCY",0,4,have clubland tv - wait go - say song ace. then spot this. drive hate crime....,No hashtags,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
The Fawcett Society have released a joint public response to the Law Commission review of Hate Crime… https://t.co/GwcuckwExV,0,0,the fawcett societi releas joint public respons law commiss review hate crime...,No hashtags,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
"@Elizabe44166685 @TulsiGabbard He faked a hate crime against himself for financial gain. 

If you are unwilling to… https://t.co/6dRvuVqloU",0,0,he fake hate crime financi gain. if unwil to...,No hashtags,"{'neg': 0.551, 'neu': 0.267, 'pos': 0.182, 'compound': -0.7845}",-0.7845,neg
"@LarryOConnor @smcroasters @USNavy Sir, this is a hate crime (today). #BeanTavy",0,1,"sir, hate crime (today). #beantavi",#BeanTavy,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
‘PSNI must brand baseball attack as sectarian hate crime’ https://t.co/WACOFE7Mkf,1,7,'psni must brand basebal attack sectarian hate crime',No hashtags,"{'neg': 0.673, 'neu': 0.327, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"@justz571 @MathijsvdLoo @nrc Harassment is een hate crime, niet specifiek misgenderen.

En ja, wanneer je consequen… https://t.co/gNBzrICNJS",0,1,"harass een hate crime, niet specifiek misgenderen. en ja, wanneer je consequen...",No hashtags,"{'neg': 0.536, 'neu': 0.464, 'pos': 0.0, 'compound': -0.886}",-0.886,neg
@Zed_Czar @Bexmo Unsmoked bacon just won't work. It's a hate crime.,0,0,unsmok bacon work. it' hate crime.,No hashtags,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Emily has got the weekend to finish her PowerPoint presentation on hate crime for school so I am going to help her… https://t.co/w84PHbX0n3,0,21,emili got weekend finish powerpoint present hate crime school i go help her...,No hashtags,"{'neg': 0.381, 'neu': 0.476, 'pos': 0.143, 'compound': -0.6705}",-0.6705,neg
"@williamsdp83 Absolutely not acceptable. This could be a hate crime, so report it to the police. The idiots that di… https://t.co/OzCqjN9Kak",0,0,"absolut acceptable. thi could hate crime, report police. the idiot di...",No hashtags,"{'neg': 0.53, 'neu': 0.354, 'pos': 0.116, 'compound': -0.8481}",-0.8481,neg
"😂😂 While he was just minding his own business, going for a simple subway in minus 3k degree cold. This is a hate cr… https://t.co/dDiUi3zwmM",0,0,"while mind business, go simpl subway minu 3k degre cold. thi hate cr...",No hashtags,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
@guysitsray this tweet is a hate crime.. but i need to know how you say ireland (u should come but drop the attitude),0,1,tweet hate crime.. need know say ireland (u come drop attitude),No hashtags,"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.7003}",-0.7003,neg
@John_Pinto It’s a hate crime. Because I have no do you you hated it 😂,0,0,it' hate crime. becaus i hate,No hashtags,"{'neg': 0.845, 'neu': 0.155, 'pos': 0.0, 'compound': -0.8979}",-0.8979,neg
ya rohff et des fans a la fnac de châtelet my god l’impression detre dans un hate crime vivant,1,2,ya rohff et de fan la fnac de chatelet god l'impress detr dan un hate crime vivant,No hashtags,"{'neg': 0.293, 'neu': 0.528, 'pos': 0.179, 'compound': -0.5859}",-0.5859,neg
@CharlotteCGill Hello police I’d like to report a hate crime against Christmas music,0,0,hello polic i'd like report hate crime christma music,No hashtags,"{'neg': 0.459, 'neu': 0.382, 'pos': 0.159, 'compound': -0.6908}",-0.6908,neg
"A hate crime in reverse!
https://t.co/5igPaBo1Ea",1,3,a hate crime reverse!,No hashtags,"{'neg': 0.882, 'neu': 0.118, 'pos': 0.0, 'compound': -0.8172}",-0.8172,neg
@ericbolling Hate crime is worse,0,0,hate crime wors,No hashtags,"{'neg': 0.878, 'neu': 0.122, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
